Date,SP500,AA,BA,C
8/16/06,1295.43,28.71,78.83,485.3
8/15/06,1285.58,28.49,76.58,484.1
8/14/06,1268.21,27.93,75.39,477.2
8/11/06,1266.74,28.27,75.96,476.4
8/10/06,1271.81,28.93,76.2,479.7
8/9/06,1265.95,28.84,77.16,478.3
8/8/06,1271.48,29.05,78.15,483.1
8/7/06,1275.77,29.4,79.75,482.3
8/4/06,1279.36,29.57,79.49,485
8/3/06,1280.27,29.6,79.4,484.7
8/2/06,1277.41,29.65,78.62,487.2
8/1/06,1270.92,29.29,78.17,485.1
7/31/06,1276.66,29.95,77.42,483.1
7/28/06,1278.55,29.73,78.91,483.3
7/27/06,1263.2,29.32,78.71,473.1
7/26/06,1268.4,29.78,79.9,475.3
7/25/06,1268.88,29.98,83.75,474.5
7/24/06,1260.91,29.74,81.44,474.6
7/21/06,1240.29,29.56,79.08,469.3
7/20/06,1249.13,29.97,80.69,471.1
7/19/06,1259.81,30.99,82.29,472.5
7/18/06,1236.86,30.41,79.17,465.5
7/17/06,1234.49,30.22,78.95,464
7/14/06,1236.2,30.79,77.25,475.8
7/13/06,1242.28,30.99,79.59,478.7
7/12/06,1258.6,32.05,80.92,488.3
7/11/06,1272.43,31.78,81.63,496
7/10/06,1267.34,33.41,80.35,493.4
7/7/06,1265.48,33.55,79.99,490.8
7/6/06,1274.08,33.42,80.81,492.7
7/5/06,1270.91,32.84,80.17,490.1
7/3/06,1280.19,33.09,81.3,489.7
6/30/06,1270.2,32.36,81.91,482.5
6/29/06,1272.87,31.9,83,488.6
6/28/06,1246,30.55,82.64,478.5
6/27/06,1239.2,30.38,81.93,477.6
6/26/06,1250.56,30.63,83.89,483
6/23/06,1244.5,30.18,83.39,477.4
6/22/06,1245.6,29.99,84.06,481.7
6/21/06,1252.2,29.83,85.85,483.7
6/20/06,1240.12,29.19,84.85,480.1
6/19/06,1240.13,29.1,84.76,478.2
6/16/06,1251.54,30.09,85.54,483.6
6/15/06,1256.16,30.26,84.81,486.8
6/14/06,1230.04,29.56,82.01,478
6/13/06,1223.69,28.95,76.98,482.1
6/12/06,1237.44,29.73,77.88,493.3
6/9/06,1252.3,30.18,80.5,497.7
6/8/06,1257.93,30.07,81.19,499.5
6/7/06,1256.15,30.05,81.46,499.5
6/6/06,1263.85,30.69,80.65,497.6
6/5/06,1265.29,31.38,82.13,496.2
6/2/06,1288.22,32.57,83.8,501.4
6/1/06,1285.71,32.57,83.64,498.3
5/31/06,1270.09,31.72,83.25,493
5/30/06,1259.87,31.5,82.13,490.2
5/26/06,1280.16,32.3,83.5,495.7
5/25/06,1272.88,31.66,82.99,490.7
5/24/06,1258.57,31.02,82.38,486.6
5/23/06,1256.58,30.84,85.15,485.3
5/22/06,1262.07,31.15,85.71,488.4
5/19/06,1267.03,31.98,84.61,488
5/18/06,1261.81,31.31,82.73,487.3
5/17/06,1270.32,32.16,83.77,488.3
5/16/06,1292.08,33.64,86.4,495.4
5/15/06,1294.5,33.47,85.86,495.1
5/12/06,1291.24,34.81,87.01,489.9
5/11/06,1305.92,36.02,88.21,494.8
5/10/06,1322.85,36.22,88.94,503
5/9/06,1325.14,36.59,87.99,503.5
5/8/06,1324.66,36.12,87.59,501.6
5/5/06,1325.76,35.1,88.47,503.7
5/4/06,1312.25,34.48,86.64,493.8
5/3/06,1308.12,33.72,85.87,498.5
5/2/06,1313.21,34.28,85.33,496
5/1/06,1305.19,34.07,83.86,494.6
4/28/06,1310.61,33.78,83.45,499.5
4/27/06,1309.72,33.4,84.1,481.5
4/26/06,1305.41,34.96,84.91,477.5
4/25/06,1301.74,35.1,85.11,474.6
4/24/06,1308.11,35.53,86.1,480
4/21/06,1311.28,35.39,86.46,480.1
4/20/06,1311.46,34.77,85.5,483
4/19/06,1309.93,34.95,84.96,482.3
4/18/06,1307.28,35.16,83.3,484.8
4/17/06,1285.33,34,82.35,483.5
4/13/06,1289.12,33.71,82.93,480.5
4/12/06,1288.12,34.09,83.21,476
4/11/06,1286.57,34.09,80.57,474.7
4/10/06,1296.62,32.83,80.79,479.3
4/7/06,1295.5,32.5,79.57,476.6
4/6/06,1309.04,32.16,79.82,478.5
4/5/06,1311.56,31.67,79.11,482.6
4/4/06,1305.93,30.86,78.6,482.1
4/3/06,1297.81,30.9,78.01,474.1
3/31/06,1294.87,30.56,77.93,472.3
3/30/06,1300.25,30.72,78.42,472.8
3/29/06,1302.89,30.71,79.18,476.3
3/28/06,1293.23,30.17,77.51,476
3/27/06,1301.61,30.33,78.39,476.4
3/24/06,1302.95,29.83,78.73,478.1
3/23/06,1301.67,29.52,77.9,477.7
3/22/06,1305.04,29.36,78.61,476.7
3/21/06,1297.23,29.14,78.26,472.2
3/20/06,1305.08,29.8,78.18,474
3/17/06,1307.25,30.11,77.85,474.1
3/16/06,1305.33,30.23,76.73,473.2
3/15/06,1303.02,29.9,76.05,470.1
3/14/06,1297.48,29.6,75.45,471.8
3/13/06,1284.13,29.09,74.84,468.4
3/10/06,1281.42,29.23,74.79,469.9
3/9/06,1272.23,28.81,73.76,464.9
3/8/06,1278.47,28.78,72.82,466.8
3/7/06,1275.88,29.2,73.16,464
3/6/06,1278.26,29.8,72.63,460.9
3/3/06,1287.23,30.4,73.39,459.2
3/2/06,1289.14,29.9,72.8,460.5
3/1/06,1291.24,29.55,72.95,465.3
2/28/06,1280.66,29.32,72.69,463.7
2/27/06,1294.12,29.56,74.13,467.8
2/24/06,1289.43,30.16,74.31,468.5
2/23/06,1287.79,30.09,73.9,468
2/22/06,1292.67,30.3,74.39,468.8
2/21/06,1283.03,30.2,73.05,461.7
2/17/06,1287.24,30.38,72.96,462.4
2/16/06,1289.38,30.37,72.55,464.4
2/15/06,1280,30.89,72.45,462.5
2/14/06,1275.53,31.37,72.71,461.2
2/13/06,1262.86,30.24,72.11,456.8
2/10/06,1266.99,30.86,72.53,459.6
2/9/06,1263.78,31.07,72.01,457.9
2/8/06,1265.65,31.18,71.76,453.6
2/7/06,1254.78,30.87,71.55,450.5
2/6/06,1265.02,32.03,71.14,451.7
2/3/06,1264.03,30.58,70.87,450.6
2/2/06,1270.84,30.65,71.7,451.8
2/1/06,1282.46,31.11,71.62,463.3
1/31/06,1280.08,31.5,68.31,465.8
1/30/06,1285.19,30.53,69.03,468.2
1/27/06,1283.72,31.3,68.56,468.7
1/26/06,1273.83,30.78,68.72,470.1
1/25/06,1264.68,29.74,66.91,462.3
1/24/06,1266.86,29.31,67.66,460.1
1/23/06,1263.82,29.18,67.02,460
1/20/06,1261.49,28.8,66.5,456.9
1/19/06,1285.04,29.49,68.17,479.4
1/18/06,1277.93,28.95,68.33,483.6
1/17/06,1282.93,29.12,68.69,484.3
1/13/06,1287.61,28.95,69.48,489.2
1/12/06,1286.06,28.81,69.69,490.3
1/11/06,1294.18,29.2,70.1,489.8
1/10/06,1289.69,29.6,69.1,485.4
1/9/06,1290.15,30.57,68.77,483.9
1/6/06,1285.45,30.21,69.35,486.2
1/5/06,1273.48,30.31,70.33,486.2
1/4/06,1273.46,30.07,71.17,483.8
1/3/06,1268.8,29.9,70.44,492.9
12/30/05,1248.29,29.57,70.24,485.3
12/29/05,1254.42,29.65,71.18,485.8
12/28/05,1258.17,29.61,70.96,484.7
12/27/05,1256.54,29.25,70.53,486.5
12/23/05,1268.66,29.45,71.49,492.4
12/22/05,1268.12,29.33,71.32,491.9
12/21/05,1262.79,28.99,70.39,492.7
12/20/05,1259.62,28.3,70.74,492.1
12/19/05,1259.92,28.55,69.97,491.7
12/16/05,1267.32,28.23,70.75,493.7
12/15/05,1270.94,28.23,70.79,491
12/14/05,1272.74,28.49,71.45,496.4
12/13/05,1267.43,28.51,70.59,494.4
12/12/05,1260.43,28.07,70.19,486.8
12/9/05,1259.37,28.15,69.65,489.1
12/8/05,1255.84,28.43,70.07,485
12/7/05,1257.37,28.59,69.65,487
12/6/05,1263.7,28.24,69.57,488.9
12/5/05,1262.09,27.97,69.2,488.5
12/2/05,1265.08,28.1,69.44,487.7
12/1/05,1264.67,28.28,69.67,488.5
11/30/05,1249.48,27.41,68.19,485.5
11/29/05,1257.48,27.87,69.13,490.9
11/28/05,1257.46,27.6,68.63,493
11/25/05,1268.25,27.33,69.06,495.2
11/23/05,1265.61,26.89,69.44,493.4
11/22/05,1261.23,26.7,69.1,489.2
11/21/05,1254.85,26.71,69,485.1
11/18/05,1248.27,26.4,66.95,484.1
11/17/05,1242.8,26.45,67.65,479.4
11/16/05,1231.21,26.33,67.44,476.9
11/15/05,1229.01,26.26,67,476.6
11/14/05,1233.76,26.61,66.23,482.4
11/11/05,1234.72,26.68,65.35,480
11/10/05,1230.96,26.28,66.1,477.3
11/9/05,1220.65,26.2,64.71,468.2
11/8/05,1218.59,25.99,65.01,466
11/7/05,1222.81,25.94,65.69,464.3
11/4/05,1220.14,25.17,65.28,456
11/3/05,1219.94,25.13,65.5,454.5
11/2/05,1214.76,24.79,64.7,455.5
11/1/05,1202.76,24.6,65.05,454
10/31/05,1207.01,24.29,64.64,457.8
10/28/05,1198.41,24.02,65.64,459
10/27/05,1178.9,23.87,64.05,454.1
10/26/05,1191.38,23.84,65.1,456.5
10/25/05,1196.54,23.75,66.97,451.7
10/24/05,1199.38,23.94,67.32,450.5
10/21/05,1179.59,23.35,66.02,443.1
10/20/05,1177.8,23.36,67.3,443.4
10/19/05,1195.76,23.72,68.37,448.9
10/18/05,1178.14,23.28,67.12,444.6
10/17/05,1190.1,23.2,67.24,448.1
10/14/05,1186.57,22.97,67.5,450.4
10/13/05,1176.84,22.54,66.49,447.2
10/12/05,1177.68,22.71,67.65,446
10/11/05,1184.87,22.85,66.7,448
10/10/05,1187.33,22.66,67.9,452.3
10/7/05,1195.9,23.04,67.3,454.1
10/6/05,1191.49,22.91,67.93,454.3
10/5/05,1196.39,22.95,67.05,452.7
10/4/05,1214.47,23.36,67.95,453.4
10/3/05,1226.7,23.87,67.14,455.1
9/30/05,1228.81,24.42,67.95,455.2
9/29/05,1227.68,24.45,67.28,456.4
9/28/05,1216.89,24.07,67.21,451.8
9/27/05,1215.66,24.01,66.55,450.9
9/26/05,1215.63,24.2,64.67,450.9
9/23/05,1215.29,24.42,63.2,452.4
9/22/05,1214.62,25.9,62.51,451.8
9/21/05,1210.2,26.08,62.41,448.2
9/20/05,1221.34,26.16,63.45,451.5
9/19/05,1231.02,26.36,64.1,453.6
9/16/05,1237.91,26.68,64.8,454.5
9/15/05,1227.73,26.38,65.08,450.3
9/14/05,1227.16,26.55,64.18,449.8
9/13/05,1231.2,26.8,65.4,451
9/12/05,1240.56,27.12,65.14,450.1
9/9/05,1241.48,26.84,65.4,446.1
9/8/05,1231.67,26.42,64.59,444.4
9/7/05,1236.36,26.56,64.5,444.6
9/6/05,1233.39,26.96,65.03,443
9/2/05,1218.02,26.92,64.34,438.8
9/1/05,1221.59,27.18,65.99,437.1
8/31/05,1220.33,26.79,67.02,437.7
8/30/05,1208.41,27.08,66.74,432.6
8/29/05,1212.28,27.48,67.58,435.4
8/26/05,1205.1,27.29,66.31,431
8/25/05,1212.37,27.47,67.21,432.7
8/24/05,1209.59,27.39,67.13,430.5
8/23/05,1217.59,27.68,67.43,435.6
8/22/05,1221.73,28.36,67.79,442
8/19/05,1219.71,28.1,67.15,441.6
8/18/05,1219.02,28.07,66.63,442.1
8/17/05,1220.24,28.39,67.02,441
8/16/05,1219.34,28.82,66.27,441.4
8/15/05,1233.87,29.24,67.46,437.9
8/12/05,1230.39,29.72,66.54,436.2
8/11/05,1237.81,29.77,67.31,435.1
8/10/05,1229.13,28.87,65.96,433
8/9/05,1231.38,28.62,67.13,436
8/8/05,1223.13,28.04,65.99,433
8/5/05,1226.42,27.74,66.19,436.3
8/4/05,1235.86,28.1,66.27,439.2
8/3/05,1245.04,28.7,66.65,440.5
8/2/05,1244.12,28.76,66.33,440.7
8/1/05,1235.35,27.91,65.75,437
7/29/05,1234.18,28.05,66.01,435
7/28/05,1243.72,28.57,66,438.6
7/27/05,1236.79,28.15,66.7,443.9
7/26/05,1231.16,28.27,66.35,446
7/25/05,1229.03,28.36,66.05,445.3
7/22/05,1233.68,28.61,66.2,444.2
7/21/05,1227.04,28.63,65.71,441.5
7/20/05,1235.2,28.54,66.08,442.1
7/19/05,1229.35,28.1,64.89,444
7/18/05,1221.13,27.67,64.74,450
7/15/05,1227.92,27.5,64.75,464.2
7/14/05,1226.5,27.57,64.58,465
7/13/05,1223.29,27.42,64.58,457.4
7/12/05,1222.21,27.66,64.3,460
7/11/05,1219.44,27.69,64.97,461.1
7/8/05,1211.86,27.2,65.07,465.1
7/7/05,1197.87,26.09,65.18,462.7
7/6/05,1194.94,26,64.29,463
7/5/05,1204.99,26.2,65.42,464.6
7/1/05,1194.44,26.14,64.68,461.6
6/30/05,1191.33,26.13,66,462.3
6/29/05,1199.85,26.3,61.67,467.8
6/28/05,1201.57,26.37,62.45,470.2
6/27/05,1190.69,26.09,61.76,467.7
6/24/05,1191.57,26.46,60.59,469.5
6/23/05,1200.73,27.19,61.86,468.8
6/22/05,1213.88,27.69,63.13,474.4
6/21/05,1213.61,27.8,62.78,473.2
6/20/05,1216.1,28,63.67,473.7
6/17/05,1216.96,28.25,64.62,474.6
6/16/05,1210.96,27.93,63.69,475.4
6/15/05,1206.58,27.56,64.41,474
6/14/05,1203.91,27.27,62.93,474.1
6/13/05,1200.82,27.4,64.63,476
6/10/05,1198.11,27.1,64.65,476.4
6/9/05,1200.93,26.97,65.11,476.8
6/8/05,1194.67,27.28,64.47,477.5
6/7/05,1197.26,27.28,65.28,476.6
6/6/05,1197.51,27.33,65.55,476.9
6/3/05,1196.02,27.32,64.66,475.6
6/2/05,1204.29,27.77,64.38,477.1
6/1/05,1202.22,27.66,63.8,477.2
5/31/05,1191.5,27.1,63.9,471.1
5/27/05,1198.78,27.47,63.02,472.8
5/26/05,1197.62,27.34,62.99,473.8
5/25/05,1190.01,27.16,61.45,474.5
5/24/05,1194.07,27.46,62.25,477.1
5/23/05,1193.86,27.74,61.64,476
5/20/05,1189.28,27.45,61.9,478
5/19/05,1191.08,27.67,61.35,478.4
5/18/05,1185.56,27.85,61.69,477.4
5/17/05,1173.8,27.21,60.91,471.6
5/16/05,1165.69,26.6,60.41,468
5/13/05,1154.05,26.7,59.5,459.1
5/12/05,1159.36,27.55,60.49,464.1
5/11/05,1171.11,28.4,60.4,467
5/10/05,1166.22,28.63,61.04,463.8
5/9/05,1178.84,29.35,60.56,468.5
5/6/05,1171.35,29.32,61.01,465.9
5/5/05,1172.63,29.35,59.74,468.8
5/4/05,1175.65,29.46,60.28,469.7
5/3/05,1161.17,29.3,59.87,468
5/2/05,1162.16,29.19,59.38,465.3
4/29/05,1156.85,29.02,59.52,469.6
4/28/05,1143.22,28.57,58.72,461.9
4/27/05,1156.38,28.73,59.66,470.5
4/26/05,1151.83,28.85,59,466.2
4/25/05,1162.1,29.44,59.58,467.8
4/22/05,1152.12,29.2,57.88,463.2
4/21/05,1159.95,29.55,59.08,462.7
4/20/05,1137.5,28.9,57.23,461.3
4/19/05,1152.78,29.39,58.09,463.5
4/18/05,1145.98,29.59,56.92,462.1
4/15/05,1142.62,29.3,57,457.5
4/14/05,1162.05,29.9,58.16,454
4/13/05,1173.79,30.4,58.67,458.1
4/12/05,1187.76,31.32,58.45,464.5
4/11/05,1181.21,31.17,59.4,456.1
4/8/05,1181.2,31.61,58.6,454
4/7/05,1191.14,31.47,59.01,454.6
4/6/05,1184.07,29.98,58.43,451.5
4/5/05,1181.39,29.98,58.33,449.4
4/4/05,1176.12,30.08,58.33,445.9
4/1/05,1172.92,30.27,58.78,446.2
3/31/05,1180.59,30.39,58.46,449.4
3/30/05,1181.41,29.9,58.79,449.2
3/29/05,1165.36,29.57,57.25,443.5
3/28/05,1174.28,30.05,58.1,447.7
3/24/05,1171.42,30.36,56.8,445.2
3/23/05,1172.53,30.39,56.85,444.5
3/22/05,1171.71,30.96,57.22,444.4
3/21/05,1183.78,31.46,56.84,457.6
3/18/05,1189.65,31.68,57.16,468.5
3/17/05,1190.21,31.56,56.89,472.4
3/16/05,1188.07,31.38,56.77,473.7
3/15/05,1197.75,31.59,58.48,478
3/14/05,1206.83,31.18,57.71,482.2
3/11/05,1200.08,31,57.49,477.9
3/10/05,1209.25,30.48,57.98,481.5
3/9/05,1207.01,30.92,57.75,478.8
3/8/05,1219.43,31.24,58.15,484.7
3/7/05,1225.31,31.35,58.3,484.7
3/4/05,1222.12,31.8,58.38,484
3/3/05,1210.47,31.28,57.42,479.7
3/2/05,1210.08,31.3,55.3,481.3
3/1/05,1210.41,31.66,54.49,478.8
2/28/05,1203.6,32.12,54.97,477.2
2/25/05,1211.37,31.63,54.99,482.8
2/24/05,1200.2,31.46,53.94,483
2/23/05,1190.8,30.99,52.72,483.8
2/22/05,1184.16,30.71,52.15,479.5
2/18/05,1201.59,31.1,52.78,485.7
2/17/05,1200.75,31.04,53.66,488
2/16/05,1210.34,30.6,53.92,491.8
2/15/05,1210.12,29.81,54.43,494
2/14/05,1206.14,29.89,54.04,492.5
2/11/05,1205.3,29.85,54.14,494
2/10/05,1197.01,29.47,53.86,489.8
2/9/05,1191.99,29.24,54.12,491.8
2/8/05,1202.3,30,53.5,494.8
2/7/05,1201.72,29.62,52.5,497.3
2/4/05,1203.03,29.37,52.58,497.8
2/3/05,1189.89,29.14,52,491.5
2/2/05,1193.19,29.48,52.23,496.8
2/1/05,1189.41,29.56,51.04,494.8
1/31/05,1181.27,29.51,50.6,490.5
1/28/05,1171.36,28.97,49.92,483.8
1/27/05,1174.55,29.06,50.97,485.6
1/26/05,1174.07,28.64,49.86,484.8
1/25/05,1168.41,28.37,49.84,485.1
1/24/05,1163.75,28.81,49.64,483.6
1/21/05,1167.87,28.93,50.07,479.3
1/20/05,1175.41,28.7,50.9,477.7
1/19/05,1184.63,29.18,51.41,480.4
1/18/05,1195.98,29.77,51.88,481.7
1/14/05,1184.52,29.9,50.91,475.1
1/13/05,1177.45,29.5,50.63,476
1/12/05,1187.7,29.43,51.94,480.7
1/11/05,1182.99,29.65,50.82,482.2
1/10/05,1190.25,30.47,50.98,483.4
1/7/05,1186.19,30.69,50.31,486.5
1/6/05,1187.89,30.38,50.48,489.3
1/5/05,1183.74,30.25,50.81,484.6
1/4/05,1188.05,30.43,49.98,478.6
1/3/05,1202.08,30.99,50.97,482.7
12/31/04,1211.92,31.41,51.77,481.8
12/30/04,1213.55,31.45,51.9,480.3
12/29/04,1213.45,31.89,52.07,480.1
12/28/04,1213.54,31.68,53.25,483.5
12/27/04,1204.92,31.45,53.15,483.1
12/23/04,1210.13,31.39,53.53,487.5
12/22/04,1209.57,31.3,53.91,483.1
12/21/04,1205.45,31.26,53.42,471.9
12/20/04,1194.65,30.86,53.22,466.9
12/17/04,1194.2,30.75,53.1,466.2
12/16/04,1203.21,31.06,52.08,470.5
12/15/04,1205.72,31.3,52.4,473.1
12/14/04,1203.38,31.75,52.64,468.7
12/13/04,1198.68,32.31,52.67,467.7
12/10/04,1188,32.1,52.42,459.1
12/9/04,1189.24,32.09,52.78,464.4
12/8/04,1182.81,31.86,52.8,462.9
12/7/04,1177.07,31.69,53.75,460
12/6/04,1190.25,32.42,54.75,461.7
12/3/04,1191.17,32.86,55.26,456.5
12/2/04,1190.33,33.43,54.86,457.6
12/1/04,1191.37,34.29,54.7,459.4
11/30/04,1173.82,33.98,53.57,447.5
11/29/04,1178.57,34.48,53.62,449.6
11/26/04,1182.65,34.64,54.02,454.2
11/24/04,1181.76,33.75,54.12,455.2
11/23/04,1176.94,33.58,54.33,452.1
11/22/04,1177.24,33.65,53.97,451.7
11/19/04,1170.34,33.61,53.77,451.5
11/18/04,1183.55,33.96,54.85,459.1
11/17/04,1181.94,33.87,54.75,461.8
11/16/04,1175.43,33.61,54,460.5
11/15/04,1183.81,33.81,54.03,466.7
11/12/04,1184.17,34.27,53.93,470.7
11/11/04,1173.48,33.46,54.3,462.6
11/10/04,1162.91,33.15,53.4,460.5
11/9/04,1164.08,33.15,52.51,462.1
11/8/04,1164.89,33.32,52.07,462.5
11/5/04,1166.17,33.34,51.15,461.3
11/4/04,1161.67,33.2,50.59,460.9
11/3/04,1143.2,32.1,51.15,452.9
11/2/04,1130.56,32.08,49.88,449
11/1/04,1130.51,32.87,49.95,443.1
10/29/04,1130.2,32.5,49.9,443.7
10/28/04,1127.44,32.41,49.87,442.6
10/27/04,1125.4,33.37,50.1,439.5
10/26/04,1111.09,33.04,49.98,433.4
10/25/04,1094.8,32.06,49,425.8
10/22/04,1095.74,31.66,49.51,425.6
10/21/04,1106.49,31.75,49.56,429.5
10/20/04,1103.66,31.26,48.96,432.9
10/19/04,1103.23,31.3,49.21,435.9
10/18/04,1114.02,32.49,49.59,442.2
10/15/04,1108.2,32.57,50.19,439.4
10/14/04,1103.29,32.55,50.25,437
10/13/04,1113.65,32.19,50.23,441.1
10/12/04,1121.84,33.19,50.4,448
10/11/04,1124.39,33.35,50.26,448.6
10/8/04,1122.14,33.4,50.1,445.6
10/7/04,1130.65,34.08,51.32,447.6
10/6/04,1142.05,34.16,52.36,447.4
10/5/04,1134.48,33.56,51.49,445.2
10/4/04,1135.17,33.99,52.32,447.3
10/1/04,1131.5,34.01,52.48,448.7
9/30/04,1114.58,33.59,51.62,441.2
9/29/04,1114.8,33.25,51.01,447
9/28/04,1110.06,32.7,52.32,443.1
9/27/04,1103.52,31.36,52.51,436.1
9/24/04,1110.11,31.23,53.14,441.5
9/23/04,1108.36,31.09,53,438.8
9/22/04,1113.56,31.09,53.68,443.8
9/21/04,1129.3,31.27,54.7,456.5
9/20/04,1122.2,30.83,54.74,454
9/17/04,1128.55,30.65,55.15,469.5
9/16/04,1123.5,30.35,54.52,471.8
9/15/04,1120.37,30.41,53.66,469.8
9/14/04,1128.33,30.7,53.92,471.9
9/13/04,1125.82,30.79,54.28,470
9/10/04,1123.92,30.75,54.15,472.4
9/9/04,1118.38,33.29,53.26,469.5
9/8/04,1116.27,32.9,54.05,468.2
9/7/04,1121.3,33.07,53.97,472.1
9/3/04,1113.63,32.85,53.1,468.4
9/2/04,1118.31,32.75,53.62,470.2
9/1/04,1105.91,32.42,52.39,464.5
8/31/04,1104.24,32.38,52.22,465.8
8/30/04,1099.15,32.52,51.87,464.1
8/27/04,1107.77,32.85,51.99,467.2
8/26/04,1105.09,32.3,52.07,464.6
8/25/04,1104.96,32.04,52.5,463
8/24/04,1096.19,31.57,50.91,459.2
8/23/04,1095.68,31.8,50.65,458.2
8/20/04,1098.35,32.26,50.46,459.5
8/19/04,1091.23,31.58,50.25,454.6
8/18/04,1095.17,31.63,50.74,456.4
8/17/04,1081.71,31.25,50.31,451.6
8/16/04,1079.34,30.81,50.95,447.7
8/13/04,1064.8,29.63,49.72,440.1
8/12/04,1063.23,29.54,49.33,439
8/11/04,1075.79,30.15,49.68,443.5
8/10/04,1079.04,30.33,49.61,441.8
8/9/04,1065.22,29.89,48.76,434.7
8/6/04,1063.97,29.95,48.33,431.9
8/5/04,1080.7,30.49,50.01,438.3
8/4/04,1098.63,31.06,51,444
8/3/04,1099.69,31.44,50.76,440.4
8/2/04,1106.62,32.04,50.91,443.2
7/30/04,1101.72,32.03,50.75,440.9
7/29/04,1100.43,32.26,49.68,442.8
7/28/04,1095.42,31.52,49.01,441.1
7/27/04,1094.83,31.17,48.22,439
7/26/04,1084.07,30.27,47,438.1
7/23/04,1086.2,30.64,47.06,443.1
7/22/04,1096.84,30.92,47.3,446
7/21/04,1093.88,31.15,47.72,439.4
7/20/04,1108.67,32.15,48.76,440.5
7/19/04,1100.9,32.39,48.67,439.9
7/16/04,1101.39,32.95,49.13,436.2
7/15/04,1106.69,32.88,49.14,442.1
7/14/04,1111.47,32.35,49.32,451
7/13/04,1115.14,32.19,50.26,453
7/12/04,1114.35,32.17,50.2,449
7/9/04,1112.81,32.42,50.04,450.3
7/8/04,1109.11,32.7,49.97,451.7
7/7/04,1118.33,32.77,49.39,456.3
7/6/04,1116.21,31.98,49.31,454.5
7/2/04,1125.38,32.18,49.52,457.6
7/1/04,1128.94,32.3,49.9,460.3
6/30/04,1140.84,33.03,51.09,465
6/29/04,1136.2,32.94,50.51,463.3
6/28/04,1133.35,32.87,50.21,465.2
6/25/04,1134.43,33.49,51.3,468
6/24/04,1140.65,32.85,50.35,474.4
6/23/04,1144.06,32.66,50.67,472.4
6/22/04,1134.41,32.02,49.67,469.9
6/21/04,1130.3,31.98,49.5,471.8
6/18/04,1135.02,32.53,49.8,475
6/17/04,1132.05,31.3,49.47,470.8
6/16/04,1133.56,31.21,49.9,470.2
6/15/04,1132.01,31.14,49.25,470.2
6/14/04,1125.29,30.62,48.83,467.4
6/10/04,1136.47,31.1,48.75,473.5
6/9/04,1131.33,30.87,48.66,470.5
6/8/04,1142.18,31.6,48.09,476
6/7/04,1140.42,31.32,48.13,475.3
6/4/04,1122.5,30.62,46.9,465.5
6/3/04,1116.64,30.41,46.1,463.6
6/2/04,1124.99,31.24,46.75,470.3
6/1/04,1121.2,31.26,45.88,467.7
5/28/04,1120.68,31.3,45.8,464.3
5/27/04,1121.28,31.12,46.2,465.2
5/26/04,1114.94,31,44.76,465.4
5/25/04,1113.05,31.37,44.7,465
5/24/04,1095.41,30.2,44.56,453.8
5/21/04,1093.56,29.48,43.4,453.4
5/20/04,1089.19,29.3,42.92,452.8
5/19/04,1088.68,29.56,43.38,450
5/18/04,1091.49,29.74,43.02,451.5
5/17/04,1084.1,28.7,42.73,448.6
5/14/04,1095.7,29.78,43.44,456.5
5/13/04,1096.44,29.93,43.62,459.6
5/12/04,1097.28,30.16,43.58,463.1
5/11/04,1095.45,29.86,43.18,456.9
5/10/04,1087.12,29.46,42.59,454.1
5/7/04,1098.7,29.14,43.4,467.2
5/6/04,1113.99,30.5,43.93,475.1
5/5/04,1121.53,31.12,43.76,486.3
5/4/04,1119.55,31.3,43.28,488.4
5/3/04,1117.49,30.53,43.58,485.6
4/30/04,1107.3,30.75,42.69,480.9
4/29/04,1113.89,30.79,43.25,481.7
4/28/04,1122.41,31.01,44.03,484.3
4/27/04,1138.11,32.3,43.55,489.6
4/26/04,1135.53,32.34,43.24,489.9
4/23/04,1140.6,32.71,42.45,491.8
4/22/04,1139.93,33.11,42.27,496.6
4/21/04,1124.09,31.74,40.85,491.4
4/20/04,1118.15,33.08,40.55,492.1
4/19/04,1135.82,33.68,41.49,499.8
4/16/04,1134.61,33.99,41.5,501
4/15/04,1128.84,33,41.53,499.2
4/14/04,1128.17,33.02,41.57,509.5
4/13/04,1129.44,33.43,41.78,512
4/12/04,1145.2,34.26,42.15,520.6
4/8/04,1139.32,33.86,41.35,515.3
4/7/04,1140.53,34.65,41.76,517.1
4/6/04,1148.16,36.5,42.36,522.4
4/5/04,1150.57,35.89,42.54,522.3
4/2/04,1141.81,35.9,41.84,518
4/1/04,1132.17,34.63,40.77,522.9
3/31/04,1126.21,34.69,41.07,517
3/30/04,1127,35.05,40.33,519.4
3/29/04,1122.47,34.63,39.93,513.2
3/26/04,1108.06,34.64,39.35,500.6
3/25/04,1109.19,34.5,39.72,502.6
3/24/04,1091.33,33.12,39.03,497.9
3/23/04,1093.95,33.83,39.11,498
3/22/04,1095.4,34.13,38.68,496.1
3/19/04,1109.78,34.86,39.43,503.4
3/18/04,1122.32,34.81,39.72,512.8
3/17/04,1123.75,34.87,39.8,508.2
3/16/04,1110.7,34.37,39.41,499.9
3/15/04,1104.49,34.11,39.78,491.2
3/12/04,1120.57,35.12,40.3,493.1
3/11/04,1106.78,34.27,40.15,486.2
3/10/04,1123.89,34.2,41.12,492.1
3/9/04,1140.58,35.65,41.68,498.4
3/8/04,1147.2,36.42,42.42,499.4
